1.179424703446666681e+05,2.703169803266666713e+05,1.258554811423333304e+05,1.536400480976666731e+05,2.697196757266666973e+05,1.657920288716666109e+05,1.511519148246666591e+05,2.127757659233332961e+05,4.169441894733333611e+05,1.773853306799999846e+05,1.631755514706666581e+05,1.222150119023333391e+05,1.104381712070000067e+05,2.411497376833333401e+05,1.594019256643333356e+05,1.580684080903333088e+05,1.211886114976666722e+05,2.025854751566667110e+05,2.973231047233333229e+05,1.591972079546666646e+05
1.040625653660000244e+05,2.374385379433333292e+05,1.102670460393333633e+05,1.315819105856666574e+05,2.393922771633332886e+05,1.454951389839999611e+05,1.333080358273333113e+05,1.877185683499999577e+05,3.730918534499999951e+05,1.561783283330000413e+05,1.423929359690000128e+05,1.060635959696666687e+05,9.467860733300002175e+04,2.139148977133333392e+05,1.373188146889999916e+05,1.380966355053333682e+05,1.044461696789999842e+05,1.785880603800000099e+05,2.611065609599999734e+05,1.402666650409999711e+05
1.224790923446666711e+05,2.820205521766666207e+05,1.313743037383333431e+05,1.609370028919999604e+05,2.780457151133333682e+05,1.723173797243333247e+05,1.567250590523333231e+05,2.219104318733332912e+05,4.279621541999999317e+05,1.817992171093333454e+05,1.690436157326666871e+05,1.279720839230000129e+05,1.167482326253333304e+05,2.483177043733333412e+05,1.657163748806666699e+05,1.659210490333333728e+05,1.268864000806666591e+05,2.120893245933333819e+05,3.082072529433333548e+05,1.660799987589999801e+05
1.484710639226666535e+05,3.525882179400000023e+05,1.608963959629999881e+05,2.048549488363333221e+05,3.438316536866667448e+05,2.160925613366667239e+05,1.897546563633332844e+05,2.728956085299999686e+05,5.632826853766667191e+05,2.192485428800000227e+05,2.093701167900000582e+05,1.591514321973333426e+05,1.451683723820000014e+05,2.989117662100000889e+05,2.051542027899999230e+05,2.003416071166666807e+05,1.569259680653333489e+05,2.648134332066667266e+05,3.998323305233332212e+05,2.038438780933333328e+05
1.718474187223332992e+05,4.284088345366666326e+05,1.909967610183333163e+05,2.491602558100000024e+05,4.109307547333333059e+05,2.583845411966666579e+05,2.206951591466667014e+05,3.292194657566666720e+05,6.862980714033334516e+05,2.563434970733333321e+05,2.464359289266666456e+05,1.878881723796666774e+05,1.717673690846666286e+05,3.468311238166666008e+05,2.466177600166666671e+05,2.369796659200000286e+05,1.853044584449999966e+05,3.127607191366666812e+05,4.899798155599999591e+05,2.385339353333333565e+05
1.633071756289999757e+05,3.928644348233333440e+05,1.801530381450000568e+05,2.327588278573333228e+05,3.839837387699999963e+05,2.401297843900000444e+05,2.082265265933333721e+05,3.053215911833333666e+05,6.320499889966666233e+05,2.410515115433333849e+05,2.309897077133333369e+05,1.766935943603333726e+05,1.607229405206666270e+05,3.262820817033333005e+05,2.291934653233333374e+05,2.228017570700000797e+05,1.744559138596666453e+05,2.907635621600000304e+05,4.545145243766665808e+05,2.241727596033333102e+05
1.671870686579999747e+05,4.128661283000000403e+05,1.848521282290000236e+05,2.435347801206666336e+05,3.998276078100000159e+05,2.491073859000000521e+05,2.139766350166666962e+05,3.189981557333332603e+05,6.705923544000000693e+05,2.477533641266666527e+05,2.409598678700000164e+05,1.833487141003333090e+05,1.660889777779999713e+05,3.391832496800000663e+05,2.382508562999999849e+05,2.282617649766666582e+05,1.805932921489999571e+05,3.032209881999999634e+05,4.790887441800000379e+05,2.331343661533333070e+05
1.754893990986666759e+05,4.424240475233334000e+05,1.958550414066666854e+05,2.595329503133333346e+05,4.255815398966667708e+05,2.650175992833332857e+05,2.255147326066667156e+05,3.389342667133333744e+05,7.123277766866667662e+05,2.621774363466666546e+05,2.555200204333333240e+05,1.948861330833333195e+05,1.747895434416666685e+05,3.592449535666666925e+05,2.539556411000000662e+05,2.442651642500000307e+05,1.915297597293333092e+05,3.220957422266666545e+05,5.121729104366666870e+05,2.459723437333333713e+05
1.783186780053333496e+05,4.356681934733334929e+05,1.974064480366666685e+05,2.579920714899999439e+05,4.226103272133333958e+05,2.645312830833333428e+05,2.266551872833333910e+05,3.364042045899999794e+05,7.063805850100000389e+05,2.617354203966665955e+05,2.559572551466666337e+05,1.964501840399999928e+05,1.785133921239999763e+05,3.577821678033333155e+05,2.522301567333333369e+05,2.439310301800000307e+05,1.928503672026667336e+05,3.221671833699999843e+05,5.055088951900001266e+05,2.474720278633333219e+05
1.936223155666666280e+05,4.767845609666667297e+05,2.156904940100000240e+05,2.892885483866666909e+05,4.636598166366666555e+05,2.909916769566666335e+05,2.458264624166667054e+05,3.676684129766666447e+05,7.930538764100000262e+05,2.839404435033333721e+05,2.812946008699999657e+05,2.160768186433333030e+05,1.953896448300000047e+05,3.887069561066666502e+05,2.755415435633333400e+05,2.647802637099999702e+05,2.111672424800000153e+05,3.559610247099999106e+05,5.652932675766667817e+05,2.693243662333333050e+05
